,fare,name_from,name_to,node_from,node_to,key
955,420,Oakland International Airport,Coliseum/Oakland Airport,15000,15532,1500015532
956,549,Oakland International Airport,Fruitvale,15000,15533,1500015533
957,549,Oakland International Airport,Lake Merritt,15000,15534,1500015534
958,651,Oakland International Airport,Richmond,15000,15520,1500015520
959,637,Oakland International Airport,El Cerrito Del Norte,15000,15521,1500015521
960,626,Oakland International Airport,El Cerrito Plaza,15000,15522,1500015522
961,605,Oakland International Airport,North Berkeley,15000,15524,1500015524
962,595,Oakland International Airport,Berkeley,15000,15523,1500015523
963,584,Oakland International Airport,Ashby,15000,15525,1500015525
964,766,Oakland International Airport,Pittsburg/ Bay Point,15000,15536,1500015536
965,731,Oakland International Airport,North Concord,15000,15535,1500015535
966,717,Oakland International Airport,Concord,15000,15501,1500015501
967,689,Oakland International Airport,Pleasant Hill,15000,15502,1500015502
968,678,Oakland International Airport,Walnut Creek,15000,15503,1500015503
969,654,Oakland International Airport,Lafayette,15000,15504,1500015504
970,630,Oakland International Airport,Orinda,15000,15505,1500015505
971,574,Oakland International Airport,Rockridge,15000,15506,1500015506
972,570,Oakland International Airport,MacArthur,15000,15507,1500015507
973,549,Oakland International Airport,19th St Oakland,15000,15508,1500015508
974,549,Oakland International Airport,12th St Oakland City Center,15000,15509,1500015509
975,567,Oakland International Airport,West Oakland,15000,15510,1500015510
976,703,Oakland International Airport,Embarcadero,15000,15511,1500015511
977,703,Oakland International Airport,Montgomery,15000,15512,1500015512
978,703,Oakland International Airport,Powell,15000,15513,1500015513
979,703,Oakland International Airport,Civic Center,15000,15514,1500015514
980,710,Oakland International Airport,16th St Mission,15000,15515,1500015515
981,713,Oakland International Airport,24th St Mission,15000,15516,1500015516
982,724,Oakland International Airport,Glen Park,15000,15517,1500015517
983,727,Oakland International Airport,Balboa Park,15000,15518,1500015518
984,738,Oakland International Airport,Daly City,15000,15519,1500015519
985,734,Oakland International Airport,Colma,15000,15539,1500015539
986,748,Oakland International Airport,South San Francisco,15000,15540,1500015540
987,766,Oakland International Airport,San Bruno,15000,15541,1500015541
988,1077,Oakland International Airport,SFO,15000,15542,1500015542
989,787,Oakland International Airport,Millbrae,15000,15543,1500015543
990,357,Warm Springs,Dublin/ Pleasanton to,15544,15538,1553815544
991,346,Warm Springs,West Dublin/Pleasanton,15544,15545,1554415545
992,283,Warm Springs,Castro Valley,15544,15537,1553715544
993,129,Warm Springs,Fremont,15544,15526,1552615544
994,129,Warm Springs,Union City,15544,15527,1552715544
995,129,Warm Springs,South Hayward,15544,15528,1552815544
996,129,Warm Springs,Hayward,15544,15529,1552915544
997,161,Warm Springs,Bay Fair,15544,15530,1553015544
998,280,Warm Springs,San Leandro,15544,15531,1553115544
999,301,Warm Springs,Coliseum/Oakland Airport,15544,15532,1553215544
1000,315,Warm Springs,Fruitvale,15544,15533,1553315544
1001,332,Warm Springs,Lake Merritt,15544,15534,1553415544
1002,392,Warm Springs,Richmond,15544,15520,1552015544
1003,381,Warm Springs,El Cerrito Del Norte,15544,15521,1552115544
1004,367,Warm Springs,El Cerrito Plaza,15544,15522,1552215544
1005,353,Warm Springs,North Berkeley,15544,15524,1552415544
1006,353,Warm Springs,Berkeley,15544,15523,1552315544
1007,346,Warm Springs,Ashby,15544,15525,1552515544
1008,507,Warm Springs,Pittsburg/ Bay Point,15544,15536,1553615544
1009,472,Warm Springs,North Concord,15544,15535,1553515544
1010,458,Warm Springs,Concord,15544,15501,1550115544
1011,430,Warm Springs,Pleasant Hill,15544,15502,1550215544
1012,423,Warm Springs,Walnut Creek,15544,15503,1550315544
1013,399,Warm Springs,Lafayette,15544,15504,1550415544
1014,371,Warm Springs,Orinda,15544,15505,1550515544
1015,336,Warm Springs,Rockridge,15544,15506,1550615544
1016,336,Warm Springs,MacArthur,15544,15507,1550715544
1017,332,Warm Springs,19th St Oakland,15544,15508,1550815544
1018,332,Warm Springs,12th St Oakland City Center,15544,15509,1550915544
1019,339,Warm Springs,West Oakland,15544,15510,1551015544
1020,448,Warm Springs,Embarcadero,15544,15511,1551115544
1021,448,Warm Springs,Montgomery,15544,15512,1551215544
1022,448,Warm Springs,Powell,15544,15513,1551315544
1023,448,Warm Springs,Civic Center,15544,15514,1551415544
1024,451,Warm Springs,16th St Mission,15544,15515,1551515544
1025,455,Warm Springs,24th St Mission,15544,15516,1551615544
1026,465,Warm Springs,Glen Park,15544,15517,1551715544
1027,472,Warm Springs,Balboa Park,15544,15518,1551815544
1028,479,Warm Springs,Daly City,15544,15519,1551915544
1029,476,Warm Springs,Colma,15544,15539,1553915544
1030,490,Warm Springs,South San Francisco,15544,15540,1554015544
1031,507,Warm Springs,San Bruno,15544,15541,1554115544
1032,818,Warm Springs,SFO,15544,15542,1554215544
1033,528,Warm Springs,Millbrae,15544,15543,1554315544
1034,720,Warm Springs,Oakland International Airport,15544,15000,1500015544
1035,367,Milpitas,Dublin/ Pleasanton to,14202,15538,1420215538
1036,357,Milpitas,West Dublin/Pleasanton,14202,15545,1420215545
1037,294,Milpitas,Castro Valley,14202,15537,1420215537
1038,157,Milpitas,Fremont,14202,15526,1420215526
1039,157,Milpitas,Union City,14202,15527,1420215527
1040,157,Milpitas,South Hayward,14202,15528,1420215528
1041,157,Milpitas,Hayward,14202,15529,1420215529
1042,171,Milpitas,Bay Fair,14202,15530,1420215530
1043,290,Milpitas,San Leandro,14202,15531,1420215531
1044,311,Milpitas,Coliseum/Oakland Airport,14202,15532,1420215532
1045,325,Milpitas,Fruitvale,14202,15533,1420215533
1046,343,Milpitas,Lake Merritt,14202,15534,1420215534
1047,402,Milpitas,Richmond,14202,15520,1420215520
1048,392,Milpitas,El Cerrito Del Norte,14202,15521,1420215521
1049,378,Milpitas,El Cerrito Plaza,14202,15522,1420215522
1050,364,Milpitas,North Berkeley,14202,15524,1420215524
1051,364,Milpitas,Berkeley,14202,15523,1420215523
1052,357,Milpitas,Ashby,14202,15525,1420215525
1053,518,Milpitas,Pittsburg/ Bay Point,14202,15536,1420215536
1054,483,Milpitas,North Concord,14202,15535,1420215535
1055,469,Milpitas,Concord,14202,15501,1420215501
1056,441,Milpitas,Pleasant Hill,14202,15502,1420215502
1057,434,Milpitas,Walnut Creek,14202,15503,1420215503
1058,409,Milpitas,Lafayette,14202,15504,1420215504
1059,381,Milpitas,Orinda,14202,15505,1420215505
1060,346,Milpitas,Rockridge,14202,15506,1420215506
1061,346,Milpitas,MacArthur,14202,15507,1420215507
1062,343,Milpitas,19th St Oakland,14202,15508,1420215508
1063,343,Milpitas,12th St Oakland City Center,14202,15509,1420215509
1064,350,Milpitas,West Oakland,14202,15510,1420215510
1065,458,Milpitas,Embarcadero,14202,15511,1420215511
1066,458,Milpitas,Montgomery,14202,15512,1420215512
1067,458,Milpitas,Powell,14202,15513,1420215513
1068,458,Milpitas,Civic Center,14202,15514,1420215514
1069,462,Milpitas,16th St Mission,14202,15515,1420215515
1070,465,Milpitas,24th St Mission,14202,15516,1420215516
1071,476,Milpitas,Glen Park,14202,15517,1420215517
1072,483,Milpitas,Balboa Park,14202,15518,1420215518
1073,490,Milpitas,Daly City,14202,15519,1420215519
1074,486,Milpitas,Colma,14202,15539,1420215539
1075,500,Milpitas,South San Francisco,14202,15540,1420215540
1076,518,Milpitas,San Bruno,14202,15541,1420215541
1077,829,Milpitas,SFO,14202,15542,1420215542
1078,539,Milpitas,Millbrae,14202,15543,1420215543
1079,731,Milpitas,Oakland International Airport,14202,15000,1420215000
1080,129,Milpitas,Warm Springs,14202,15544,1420215544
1081,129,Milpitas,Berryessa,14202,14203,1420214203
1082,378,Berryessa,Dublin/ Pleasanton to,14203,15538,1420315538
1083,367,Berryessa,West Dublin/Pleasanton,14203,15545,1420315545
1084,304,Berryessa,Castro Valley,14203,15537,1420315537
1085,182,Berryessa,Fremont,14203,15526,1420315526
1086,182,Berryessa,Union City,14203,15527,1420315527
1087,182,Berryessa,South Hayward,14203,15528,1420315528
1088,182,Berryessa,Hayward,14203,15529,1420315529
1089,182,Berryessa,Bay Fair,14203,15530,1420315530
1090,301,Berryessa,San Leandro,14203,15531,1420315531
1091,322,Berryessa,Coliseum/Oakland Airport,14203,15532,1420315532
1092,336,Berryessa,Fruitvale,14203,15533,1420315533
1093,353,Berryessa,Lake Merritt,14203,15534,1420315534
1094,413,Berryessa,Richmond,14203,15520,1420315520
1095,402,Berryessa,El Cerrito Del Norte,14203,15521,1420315521
1096,388,Berryessa,El Cerrito Plaza,14203,15522,1420315522
1097,374,Berryessa,North Berkeley,14203,15524,1420315524
1098,374,Berryessa,Berkeley,14203,15523,1420315523
1099,367,Berryessa,Ashby,14203,15525,1420315525
1100,528,Berryessa,Pittsburg/ Bay Point,14203,15536,1420315536
1101,493,Berryessa,North Concord,14203,15535,1420315535
1102,479,Berryessa,Concord,14203,15501,1420315501
1103,451,Berryessa,Pleasant Hill,14203,15502,1420315502
1104,444,Berryessa,Walnut Creek,14203,15503,1420315503
1105,420,Berryessa,Lafayette,14203,15504,1420315504
1106,392,Berryessa,Orinda,14203,15505,1420315505
1107,357,Berryessa,Rockridge,14203,15506,1420315506
1108,357,Berryessa,MacArthur,14203,15507,1420315507
1109,353,Berryessa,19th St Oakland,14203,15508,1420315508
1110,353,Berryessa,12th St Oakland City Center,14203,15509,1420315509
1111,360,Berryessa,West Oakland,14203,15510,1420315510
1112,469,Berryessa,Embarcadero,14203,15511,1420315511
1113,469,Berryessa,Montgomery,14203,15512,1420315512
1114,469,Berryessa,Powell,14203,15513,1420315513
1115,469,Berryessa,Civic Center,14203,15514,1420315514
1116,472,Berryessa,16th St Mission,14203,15515,1420315515
1117,476,Berryessa,24th St Mission,14203,15516,1420315516
1118,486,Berryessa,Glen Park,14203,15517,1420315517
1119,493,Berryessa,Balboa Park,14203,15518,1420315518
1120,500,Berryessa,Daly City,14203,15519,1420315519
1121,497,Berryessa,Colma,14203,15539,1420315539
1122,511,Berryessa,South San Francisco,14203,15540,1420315540
1123,528,Berryessa,San Bruno,14203,15541,1420315541
1124,839,Berryessa,SFO,14203,15542,1420315542
1125,549,Berryessa,Millbrae,14203,15543,1420315543
1126,741,Berryessa,Oakland International Airport,14203,15000,1420315000
1127,129,Berryessa,Warm Springs,14203,15544,1420315544
1128,465,Alum Rock,Dublin/ Pleasanton to,14204,15538,1420415538
1129,420,Alum Rock,West Dublin/Pleasanton,14204,15545,1420415545
1130,357,Alum Rock,Castro Valley,14204,15537,1420415537
1131,241,Alum Rock,Fremont,14204,15526,1420415526
1132,266,Alum Rock,Union City,14204,15527,1420415527
1133,301,Alum Rock,South Hayward,14204,15528,1420415528
1134,318,Alum Rock,Hayward,14204,15529,1420415529
1135,336,Alum Rock,Bay Fair,14204,15530,1420415530
1136,353,Alum Rock,San Leandro,14204,15531,1420415531
1137,371,Alum Rock,Coliseum/Oakland Airport,14204,15532,1420415532
1138,385,Alum Rock,Fruitvale,14204,15533,1420415533
1139,402,Alum Rock,Lake Merritt,14204,15534,1420415534
1140,465,Alum Rock,Richmond,14204,15520,1420415520
1141,455,Alum Rock,El Cerrito Del Norte,14204,15521,1420415521
1142,437,Alum Rock,El Cerrito Plaza,14204,15522,1420415522
1143,427,Alum Rock,North Berkeley,14204,15524,1420415524
1144,423,Alum Rock,Berkeley,14204,15523,1420415523
1145,420,Alum Rock,Ashby,14204,15525,1420415525
1146,577,Alum Rock,Pittsburg/ Bay Point,14204,15536,1420415536
1147,546,Alum Rock,North Concord,14204,15535,1420415535
1148,532,Alum Rock,Concord,14204,15501,1420415501
1149,504,Alum Rock,Pleasant Hill,14204,15502,1420415502
1150,493,Alum Rock,Walnut Creek,14204,15503,1420415503
1151,469,Alum Rock,Lafayette,14204,15504,1420415504
1152,444,Alum Rock,Orinda,14204,15505,1420415505
1153,409,Alum Rock,Rockridge,14204,15506,1420415506
1154,409,Alum Rock,MacArthur,14204,15507,1420415507
1155,402,Alum Rock,19th St Oakland,14204,15508,1420415508
1156,402,Alum Rock,12th St Oakland City Center,14204,15509,1420415509
1157,409,Alum Rock,West Oakland,14204,15510,1420415510
1158,521,Alum Rock,Embarcadero,14204,15511,1420415511
1159,521,Alum Rock,Montgomery,14204,15512,1420415512
1160,521,Alum Rock,Powell,14204,15513,1420415513
1161,521,Alum Rock,Civic Center,14204,15514,1420415514
1162,525,Alum Rock,16th St Mission,14204,15515,1420415515
1163,528,Alum Rock,24th St Mission,14204,15516,1420415516
1164,539,Alum Rock,Glen Park,14204,15517,1420415517
1165,542,Alum Rock,Balboa Park,14204,15518,1420415518
1166,553,Alum Rock,Daly City,14204,15519,1420415519
1167,549,Alum Rock,Colma,14204,15539,1420415539
1168,574,Alum Rock,South San Francisco,14204,15540,1420415540
1169,577,Alum Rock,San Bruno,14204,15541,1420415541
1170,902,Alum Rock,SFO,14204,15542,1420415542
1171,602,Alum Rock,Millbrae,14204,15543,1420415543
1172,780,Alum Rock,Oakland International Airport,14204,15000,1420415000
1173,129,Alum Rock,Warm Springs,14204,15544,1420415544
1174,129,Alum Rock,Milpitas,14204,14202,1420214204
1175,129,Alum Rock,Berryessa,14204,14203,1420314204
1176,129,Alum Rock,Downtown San Jose,14204,14206,1420414206
1177,129,Alum Rock,Diridon-Caltrain,14204,14207,1420414207
1178,129,Alum Rock,Santa Clara,14204,14208,1420414208
1179,437,Downtown San Jose,Dublin/ Pleasanton to,14206,15538,1420615538
1180,430,Downtown San Jose,West Dublin/Pleasanton,14206,15545,1420615545
1181,367,Downtown San Jose,Castro Valley,14206,15537,1420615537
1182,252,Downtown San Jose,Fremont,14206,15526,1420615526
1183,273,Downtown San Jose,Union City,14206,15527,1420615527
1184,308,Downtown San Jose,South Hayward,14206,15528,1420615528
1185,325,Downtown San Jose,Hayward,14206,15529,1420615529
1186,350,Downtown San Jose,Bay Fair,14206,15530,1420615530
1187,364,Downtown San Jose,San Leandro,14206,15531,1420615531
1188,385,Downtown San Jose,Coliseum/Oakland Airport,14206,15532,1420615532
1189,399,Downtown San Jose,Fruitvale,14206,15533,1420615533
1190,413,Downtown San Jose,Lake Merritt,14206,15534,1420615534
1191,476,Downtown San Jose,Richmond,14206,15520,1420615520
1192,465,Downtown San Jose,El Cerrito Del Norte,14206,15521,1420615521
1193,451,Downtown San Jose,El Cerrito Plaza,14206,15522,1420615522
1194,434,Downtown San Jose,North Berkeley,14206,15524,1420615524
1195,430,Downtown San Jose,Berkeley,14206,15523,1420615523
1196,427,Downtown San Jose,Ashby,14206,15525,1420615525
1197,602,Downtown San Jose,Pittsburg/ Bay Point,14206,15536,1420615536
1198,567,Downtown San Jose,North Concord,14206,15535,1420615535
1199,542,Downtown San Jose,Concord,14206,15501,1420615501
1200,514,Downtown San Jose,Pleasant Hill,14206,15502,1420615502
1201,504,Downtown San Jose,Walnut Creek,14206,15503,1420615503
1202,483,Downtown San Jose,Lafayette,14206,15504,1420615504
1203,455,Downtown San Jose,Orinda,14206,15505,1420615505
1204,416,Downtown San Jose,Rockridge,14206,15506,1420615506
1205,420,Downtown San Jose,MacArthur,14206,15507,1420615507
1206,413,Downtown San Jose,19th St Oakland,14206,15508,1420615508
1207,413,Downtown San Jose,12th St Oakland City Center,14206,15509,1420615509
1208,420,Downtown San Jose,West Oakland,14206,15510,1420615510
1209,532,Downtown San Jose,Embarcadero,14206,15511,1420615511
1210,532,Downtown San Jose,Montgomery,14206,15512,1420615512
1211,532,Downtown San Jose,Powell,14206,15513,1420615513
1212,532,Downtown San Jose,Civic Center,14206,15514,1420615514
1213,535,Downtown San Jose,16th St Mission,14206,15515,1420615515
1214,539,Downtown San Jose,24th St Mission,14206,15516,1420615516
1215,549,Downtown San Jose,Glen Park,14206,15517,1420615517
1216,553,Downtown San Jose,Balboa Park,14206,15518,1420615518
1217,563,Downtown San Jose,Daly City,14206,15519,1420615519
1218,560,Downtown San Jose,Colma,14206,15539,1420615539
1219,584,Downtown San Jose,South San Francisco,14206,15540,1420615540
1220,602,Downtown San Jose,San Bruno,14206,15541,1420615541
1221,913,Downtown San Jose,SFO,14206,15542,1420615542
1222,626,Downtown San Jose,Millbrae,14206,15543,1420615543
1223,794,Downtown San Jose,Oakland International Airport,14206,15000,1420615000
1224,224,Downtown San Jose,Warm Springs,14206,15544,1420615544
1225,129,Downtown San Jose,Milpitas,14206,14202,1420214206
1226,129,Downtown San Jose,Berryessa,14206,14203,1420314206
1227,129,Downtown San Jose,Diridon-Caltrain,14206,14207,1420614207
1228,129,Downtown San Jose,Santa Clara,14206,14208,1420614208
1229,441,Diridon-Caltrain,Dublin/ Pleasanton to,14207,15538,1420715538
1230,430,Diridon-Caltrain,West Dublin/Pleasanton,14207,15545,1420715545
1231,367,Diridon-Caltrain,Castro Valley,14207,15537,1420715537
1232,245,Diridon-Caltrain,Fremont,14207,15526,1420715526
1233,273,Diridon-Caltrain,Union City,14207,15527,1420715527
1234,308,Diridon-Caltrain,South Hayward,14207,15528,1420715528
1235,329,Diridon-Caltrain,Hayward,14207,15529,1420715529
1236,350,Diridon-Caltrain,Bay Fair,14207,15530,1420715530
1237,364,Diridon-Caltrain,San Leandro,14207,15531,1420715531
1238,385,Diridon-Caltrain,Coliseum/Oakland Airport,14207,15532,1420715532
1239,399,Diridon-Caltrain,Fruitvale,14207,15533,1420715533
1240,413,Diridon-Caltrain,Lake Merritt,14207,15534,1420715534
1241,476,Diridon-Caltrain,Richmond,14207,15520,1420715520
1242,465,Diridon-Caltrain,El Cerrito Del Norte,14207,15521,1420715521
1243,451,Diridon-Caltrain,El Cerrito Plaza,14207,15522,1420715522
1244,434,Diridon-Caltrain,North Berkeley,14207,15524,1420715524
1245,430,Diridon-Caltrain,Berkeley,14207,15523,1420715523
1246,427,Diridon-Caltrain,Ashby,14207,15525,1420715525
1247,602,Diridon-Caltrain,Pittsburg/ Bay Point,14207,15536,1420715536
1248,567,Diridon-Caltrain,North Concord,14207,15535,1420715535
1249,542,Diridon-Caltrain,Concord,14207,15501,1420715501
1250,514,Diridon-Caltrain,Pleasant Hill,14207,15502,1420715502
1251,504,Diridon-Caltrain,Walnut Creek,14207,15503,1420715503
1252,483,Diridon-Caltrain,Lafayette,14207,15504,1420715504
1253,455,Diridon-Caltrain,Orinda,14207,15505,1420715505
1254,416,Diridon-Caltrain,Rockridge,14207,15506,1420715506
1255,420,Diridon-Caltrain,MacArthur,14207,15507,1420715507
1256,413,Diridon-Caltrain,19th St Oakland,14207,15508,1420715508
1257,413,Diridon-Caltrain,12th St Oakland City Center,14207,15509,1420715509
1258,420,Diridon-Caltrain,West Oakland,14207,15510,1420715510
1259,532,Diridon-Caltrain,Embarcadero,14207,15511,1420715511
1260,532,Diridon-Caltrain,Montgomery,14207,15512,1420715512
1261,532,Diridon-Caltrain,Powell,14207,15513,1420715513
1262,532,Diridon-Caltrain,Civic Center,14207,15514,1420715514
1263,535,Diridon-Caltrain,16th St Mission,14207,15515,1420715515
1264,539,Diridon-Caltrain,24th St Mission,14207,15516,1420715516
1265,549,Diridon-Caltrain,Glen Park,14207,15517,1420715517
1266,553,Diridon-Caltrain,Balboa Park,14207,15518,1420715518
1267,563,Diridon-Caltrain,Daly City,14207,15519,1420715519
1268,560,Diridon-Caltrain,Colma,14207,15539,1420715539
1269,584,Diridon-Caltrain,South San Francisco,14207,15540,1420715540
1270,602,Diridon-Caltrain,San Bruno,14207,15541,1420715541
1271,913,Diridon-Caltrain,SFO,14207,15542,1420715542
1272,626,Diridon-Caltrain,Millbrae,14207,15543,1420715543
1273,794,Diridon-Caltrain,Oakland International Airport,14207,15000,1420715000
1274,224,Diridon-Caltrain,Warm Springs,14207,15544,1420715544
1275,129,Diridon-Caltrain,Milpitas,14207,14202,1420214207
1276,129,Diridon-Caltrain,Berryessa,14207,14203,1420314207
1277,129,Diridon-Caltrain,Santa Clara,14207,14208,1420714208
1278,458,Santa Clara,Dublin/ Pleasanton to,14208,15538,1420815538
1279,448,Santa Clara,West Dublin/Pleasanton,14208,15545,1420815545
1280,385,Santa Clara,Castro Valley,14208,15537,1420815537
1281,269,Santa Clara,Fremont,14208,15526,1420815526
1282,290,Santa Clara,Union City,14208,15527,1420815527
1283,325,Santa Clara,South Hayward,14208,15528,1420815528
1284,343,Santa Clara,Hayward,14208,15529,1420815529
1285,364,Santa Clara,Bay Fair,14208,15530,1420815530
1286,381,Santa Clara,San Leandro,14208,15531,1420815531
1287,399,Santa Clara,Coliseum/Oakland Airport,14208,15532,1420815532
1288,413,Santa Clara,Fruitvale,14208,15533,1420815533
1289,427,Santa Clara,Lake Merritt,14208,15534,1420815534
1290,490,Santa Clara,Richmond,14208,15520,1420815520
1291,476,Santa Clara,El Cerrito Del Norte,14208,15521,1420815521
1292,465,Santa Clara,El Cerrito Plaza,14208,15522,1420815522
1293,455,Santa Clara,North Berkeley,14208,15524,1420815524
1294,451,Santa Clara,Berkeley,14208,15523,1420815523
1295,444,Santa Clara,Ashby,14208,15525,1420815525
1296,605,Santa Clara,Pittsburg/ Bay Point,14208,15536,1420815536
1297,584,Santa Clara,North Concord,14208,15535,1420815535
1298,560,Santa Clara,Concord,14208,15501,1420815501
1299,532,Santa Clara,Pleasant Hill,14208,15502,1420815502
1300,521,Santa Clara,Walnut Creek,14208,15503,1420815503
1301,497,Santa Clara,Lafayette,14208,15504,1420815504
1302,469,Santa Clara,Orinda,14208,15505,1420815505
1303,434,Santa Clara,Rockridge,14208,15506,1420815506
1304,434,Santa Clara,MacArthur,14208,15507,1420815507
1305,427,Santa Clara,19th St Oakland,14208,15508,1420815508
1306,427,Santa Clara,12th St Oakland City Center,14208,15509,1420815509
1307,434,Santa Clara,West Oakland,14208,15510,1420815510
1308,546,Santa Clara,Embarcadero,14208,15511,1420815511
1309,546,Santa Clara,Montgomery,14208,15512,1420815512
1310,546,Santa Clara,Powell,14208,15513,1420815513
1311,546,Santa Clara,Civic Center,14208,15514,1420815514
1312,553,Santa Clara,16th St Mission,14208,15515,1420815515
1313,556,Santa Clara,24th St Mission,14208,15516,1420815516
1314,577,Santa Clara,Glen Park,14208,15517,1420815517
1315,581,Santa Clara,Balboa Park,14208,15518,1420815518
1316,591,Santa Clara,Daly City,14208,15519,1420815519
1317,588,Santa Clara,Colma,14208,15539,1420815539
1318,602,Santa Clara,South San Francisco,14208,15540,1420815540
1319,619,Santa Clara,San Bruno,14208,15541,1420815541
1320,927,Santa Clara,SFO,14208,15542,1420815542
1321,644,Santa Clara,Millbrae,14208,15543,1420815543
1322,811,Santa Clara,Oakland International Airport,14208,15000,1420815000
1323,241,Santa Clara,Warm Springs,14208,15544,1420815544
1324,129,Santa Clara,Milpitas,14208,14202,1420214208
1325,129,Santa Clara,Berryessa,14208,14203,1420314208
1326,343,Irvington,Dublin/ Pleasanton,15549,15538,1553815549
1327,332,Irvington,West Dublin/Pleasanton,15549,15545,1554515549
1328,269,Irvington,Castro Valley,15549,15537,1553715549
1329,147,Irvington,Fremont,15549,15526,1552615549
1330,129,Irvington,Union City,15549,15527,1552715549
1331,129,Irvington,South Hayward,15549,15528,1552815549
1332,129,Irvington,Hayward,15549,15529,1552915549
1333,147,Irvington,Bay Fair,15549,15530,1553015549
1334,266,Irvington,San Leandro,15549,15531,1553115549
1335,287,Irvington,Coliseum/Oakland Airport,15549,15532,1553215549
1336,301,Irvington,Fruitvale,15549,15533,1553315549
1337,318,Irvington,Lake Merritt,15549,15534,1553415549
1338,378,Irvington,Richmond,15549,15520,1552015549
1339,367,Irvington,El Cerrito Del Norte,15549,15521,1552115549
1340,353,Irvington,El Cerrito Plaza,15549,15522,1552215549
1341,339,Irvington,North Berkeley,15549,15524,1552415549
1342,339,Irvington,Berkeley,15549,15523,1552315549
1343,332,Irvington,Ashby,15549,15525,1552515549
1344,493,Irvington,Pittsburg/ Bay Point,15549,15536,1553615549
1345,458,Irvington,North Concord,15549,15535,1553515549
1346,444,Irvington,Concord,15549,15501,1550115549
1347,416,Irvington,Pleasant Hill,15549,15502,1550215549
1348,409,Irvington,Walnut Creek,15549,15503,1550315549
1349,385,Irvington,Lafayette,15549,15504,1550415549
1350,357,Irvington,Orinda,15549,15505,1550515549
1351,322,Irvington,Rockridge,15549,15506,1550615549
1352,322,Irvington,MacArthur,15549,15507,1550715549
1353,318,Irvington,19th St Oakland,15549,15508,1550815549
1354,318,Irvington,12th St Oakland City Center,15549,15509,1550915549
1355,325,Irvington,West Oakland,15549,15510,1551015549
1356,434,Irvington,Embarcadero,15549,15511,1551115549
1357,434,Irvington,Montgomery,15549,15512,1551215549
1358,434,Irvington,Powell,15549,15513,1551315549
1359,434,Irvington,Civic Center,15549,15514,1551415549
1360,437,Irvington,16th St Mission,15549,15515,1551515549
1361,441,Irvington,24th St Mission,15549,15516,1551615549
1362,451,Irvington,Glen Park,15549,15517,1551715549
1363,458,Irvington,Balboa Park,15549,15518,1551815549
1364,465,Irvington,Daly City,15549,15519,1551915549
1365,462,Irvington,Colma,15549,15539,1553915549
1366,476,Irvington,South San Francisco,15549,15540,1554015549
1367,493,Irvington,San Bruno,15549,15541,1554115549
1368,804,Irvington,SFO,15549,15542,1554215549
1369,514,Irvington,Millbrae,15549,15543,1554315549
1370,129,Irvington,Warm Springs,15549,15544,1554415549
1371,129,Irvington,Milpitas,15549,14202,1420215549
1372,129,Irvington,Berryessa,15549,14203,1420315549
1373,706,Irvington,Oakland International Airport,15549,15000,1500015549
1374,129,Irvington,Alum Rock,15549,14204,1420415549
1375,129,Irvington,Downtown San Jose,15549,14206,1420615549
1376,129,Irvington,Diridon-Caltrain,15549,14207,1420715549
1377,129,Irvington,Santa Clara,15549,14208,1420815549
1378,258,15th/Franklin,12th St Oakland City Center,18001,15509,1550918001
1379,388,15th/Franklin,16th St Mission,18001,15515,1551518001
1380,258,15th/Franklin,19th St Oakland,18001,15508,1550818001
1381,395,15th/Franklin,24th St Mission,18001,15516,1551618001
1382,514,15th/Franklin,Alum Rock,18001,14204,1420418001
1383,258,15th/Franklin,Ashby,18001,15525,1552518001
1384,412,15th/Franklin,Balboa Park,18001,15518,1551818001
1385,293,15th/Franklin,Bay Fair,18001,15530,1553018001
1386,258,15th/Franklin,Berkeley,18001,15523,1552318001
1387,465,15th/Franklin,Berryessa,18001,14203,1420318001
1388,321,15th/Franklin,Castro Valley,18001,15537,1553718001
1389,374,15th/Franklin,Civic Center,18001,15514,1551418001
1390,258,15th/Franklin,Coliseum/Oakland Airport,18001,15532,1553218001
1391,419,15th/Franklin,Colma,18001,15539,1553918001
1392,402,15th/Franklin,Concord,18001,15501,1550118001
1393,423,15th/Franklin,Daly City,18001,15519,1551918001
1394,528,15th/Franklin,Diridon-Caltrain,18001,14207,1420718001
1395,528,15th/Franklin,Downtown San Jose,18001,14206,1420618001
1396,409,15th/Franklin,Dublin/ Pleasanton,18001,15538,1553818001
1397,286,15th/Franklin,El Cerrito Del Norte,18001,15521,1552118001
1398,269,15th/Franklin,El Cerrito Plaza,18001,15522,1552218001
1399,374,15th/Franklin,Embarcadero,18001,15511,1551118001
1400,412,15th/Franklin,Fremont,18001,15526,1552618001
1401,258,15th/Franklin,Fruitvale,18001,15533,1553318001
1402,409,15th/Franklin,Glen Park,18001,15517,1551718001
1403,321,15th/Franklin,Hayward,18001,15529,1552918001
1404,430,15th/Franklin,Irvington,18001,15549,1554918001
1405,325,15th/Franklin,Lafayette,18001,15504,1550418001
1406,258,15th/Franklin,Lake Merritt,18001,15534,1553418001
1407,258,15th/Franklin,MacArthur,18001,15507,1550718001
1408,472,15th/Franklin,Millbrae,18001,15543,1554318001
1409,454,15th/Franklin,Milpitas,18001,14202,1420218001
1410,374,15th/Franklin,Montgomery,18001,15512,1551218001
1411,258,15th/Franklin,North Berkeley,18001,15524,1552418001
1412,416,15th/Franklin,North Concord,18001,15535,1553518001
