,fare,name_from,name_to,node_from,node_to,key
466,206,Richmond,West Oakland,15520,15510,1551015520
467,315,Richmond,Embarcadero,15520,15511,1551115520
468,315,Richmond,Montgomery,15520,15512,1551215520
469,315,Richmond,Powell,15520,15513,1551315520
470,315,Richmond,Civic Center,15520,15514,1551415520
471,322,Richmond,16th St Mission,15520,15515,1551515520
472,325,Richmond,24th St Mission,15520,15516,1551615520
473,336,Richmond,Glen Park,15520,15517,1551715520
474,339,Richmond,Balboa Park,15520,15518,1551815520
475,350,Richmond,Daly City,15520,15519,1551915520
476,346,Richmond,Colma,15520,15539,1552015539
477,360,Richmond,South San Francisco,15520,15540,1552015540
478,378,Richmond,San Bruno,15520,15541,1552015541
479,689,Richmond,SFO,15520,15542,1552015542
480,399,Richmond,Millbrae,15520,15543,1552015543
481,129,El Cerrito Del Norte,El Cerrito Plaza,15521,15522,1552115522
482,129,El Cerrito Del Norte,North Berkeley,15521,15524,1552115524
483,129,El Cerrito Del Norte,Berkeley,15521,15523,1552115523
484,129,El Cerrito Del Norte,Ashby,15521,15525,1552115525
485,350,El Cerrito Del Norte,Pittsburg/ Bay Point,15521,15536,1552115536
486,315,El Cerrito Del Norte,North Concord,15521,15535,1552115535
487,301,El Cerrito Del Norte,Concord,15521,15501,1550115521
488,273,El Cerrito Del Norte,Pleasant Hill,15521,15502,1550215521
489,266,El Cerrito Del Norte,Walnut Creek,15521,15503,1550315521
490,241,El Cerrito Del Norte,Lafayette,15521,15504,1550415521
491,217,El Cerrito Del Norte,Orinda,15521,15505,1550515521
492,161,El Cerrito Del Norte,Rockridge,15521,15506,1550615521
493,157,El Cerrito Del Norte,MacArthur,15521,15507,1550715521
494,171,El Cerrito Del Norte,19th St Oakland,15521,15508,1550815521
495,171,El Cerrito Del Norte,12th St Oakland City Center,15521,15509,1550915521
496,182,El Cerrito Del Norte,West Oakland,15521,15510,1551015521
497,301,El Cerrito Del Norte,Embarcadero,15521,15511,1551115521
498,301,El Cerrito Del Norte,Montgomery,15521,15512,1551215521
499,301,El Cerrito Del Norte,Powell,15521,15513,1551315521
500,301,El Cerrito Del Norte,Civic Center,15521,15514,1551415521
501,308,El Cerrito Del Norte,16th St Mission,15521,15515,1551515521
502,311,El Cerrito Del Norte,24th St Mission,15521,15516,1551615521
503,322,El Cerrito Del Norte,Glen Park,15521,15517,1551715521
504,325,El Cerrito Del Norte,Balboa Park,15521,15518,1551815521
505,332,El Cerrito Del Norte,Daly City,15521,15519,1551915521
506,332,El Cerrito Del Norte,Colma,15521,15539,1552115539
507,343,El Cerrito Del Norte,South San Francisco,15521,15540,1552115540
508,360,El Cerrito Del Norte,San Bruno,15521,15541,1552115541
509,675,El Cerrito Del Norte,SFO,15521,15542,1552115542
510,385,El Cerrito Del Norte,Millbrae,15521,15543,1552115543
511,129,El Cerrito Plaza,North Berkeley,15522,15524,1552215524
512,129,El Cerrito Plaza,Berkeley,15522,15523,1552215523
513,129,El Cerrito Plaza,Ashby,15522,15525,1552215525
514,339,El Cerrito Plaza,Pittsburg/ Bay Point,15522,15536,1552215536
515,304,El Cerrito Plaza,North Concord,15522,15535,1552215535
516,290,El Cerrito Plaza,Concord,15522,15501,1550115522
517,262,El Cerrito Plaza,Pleasant Hill,15522,15502,1550215522
518,252,El Cerrito Plaza,Walnut Creek,15522,15503,1550315522
519,231,El Cerrito Plaza,Lafayette,15522,15504,1550415522
520,199,El Cerrito Plaza,Orinda,15522,15505,1550515522
521,143,El Cerrito Plaza,Rockridge,15522,15506,1550615522
522,140,El Cerrito Plaza,MacArthur,15522,15507,1550715522
523,154,El Cerrito Plaza,19th St Oakland,15522,15508,1550815522
524,154,El Cerrito Plaza,12th St Oakland City Center,15522,15509,1550915522
525,164,El Cerrito Plaza,West Oakland,15522,15510,1551015522
526,290,El Cerrito Plaza,Embarcadero,15522,15511,1551115522
527,290,El Cerrito Plaza,Montgomery,15522,15512,1551215522
528,290,El Cerrito Plaza,Powell,15522,15513,1551315522
529,290,El Cerrito Plaza,Civic Center,15522,15514,1551415522
530,297,El Cerrito Plaza,16th St Mission,15522,15515,1551515522
531,301,El Cerrito Plaza,24th St Mission,15522,15516,1551615522
532,311,El Cerrito Plaza,Glen Park,15522,15517,1551715522
533,315,El Cerrito Plaza,Balboa Park,15522,15518,1551815522
534,322,El Cerrito Plaza,Daly City,15522,15519,1551915522
535,322,El Cerrito Plaza,Colma,15522,15539,1552215539
536,332,El Cerrito Plaza,South San Francisco,15522,15540,1552215540
537,350,El Cerrito Plaza,San Bruno,15522,15541,1552215541
538,661,El Cerrito Plaza,SFO,15522,15542,1552215542
539,374,El Cerrito Plaza,Millbrae,15522,15543,1552215543
540,129,North Berkeley,Berkeley,15524,15523,1552315524
541,129,North Berkeley,Ashby,15524,15525,1552415525
542,325,North Berkeley,Pittsburg/ Bay Point,15524,15536,1552415536
543,294,North Berkeley,North Concord,15524,15535,1552415535
544,280,North Berkeley,Concord,15524,15501,1550115524
545,252,North Berkeley,Pleasant Hill,15524,15502,1550215524
546,241,North Berkeley,Walnut Creek,15524,15503,1550315524
547,217,North Berkeley,Lafayette,15524,15504,1550415524
548,178,North Berkeley,Orinda,15524,15505,1550515524
549,129,North Berkeley,Rockridge,15524,15506,1550615524
550,129,North Berkeley,MacArthur,15524,15507,1550715524
551,133,North Berkeley,19th St Oakland,15524,15508,1550815524
552,133,North Berkeley,12th St Oakland City Center,15524,15509,1550915524
553,143,North Berkeley,West Oakland,15524,15510,1551015524
554,280,North Berkeley,Embarcadero,15524,15511,1551115524
555,280,North Berkeley,Montgomery,15524,15512,1551215524
556,280,North Berkeley,Powell,15524,15513,1551315524
557,280,North Berkeley,Civic Center,15524,15514,1551415524
558,283,North Berkeley,16th St Mission,15524,15515,1551515524
559,287,North Berkeley,24th St Mission,15524,15516,1551615524
560,297,North Berkeley,Glen Park,15524,15517,1551715524
561,301,North Berkeley,Balboa Park,15524,15518,1551815524
562,311,North Berkeley,Daly City,15524,15519,1551915524
563,308,North Berkeley,Colma,15524,15539,1552415539
564,322,North Berkeley,South San Francisco,15524,15540,1552415540
565,339,North Berkeley,San Bruno,15524,15541,1552415541
566,651,North Berkeley,SFO,15524,15542,1552415542
567,360,North Berkeley,Millbrae,15524,15543,1552415543
568,129,Berkeley,Ashby,15523,15525,1552315525
569,322,Berkeley,Pittsburg/ Bay Point,15523,15536,1552315536
570,287,Berkeley,North Concord,15523,15535,1552315535
571,273,Berkeley,Concord,15523,15501,1550115523
572,248,Berkeley,Pleasant Hill,15523,15502,1550215523
573,238,Berkeley,Walnut Creek,15523,15503,1550315523
574,210,Berkeley,Lafayette,15523,15504,1550415523
575,168,Berkeley,Orinda,15523,15505,1550515523
576,129,Berkeley,Rockridge,15523,15506,1550615523
577,129,Berkeley,MacArthur,15523,15507,1550715523
578,129,Berkeley,19th St Oakland,15523,15508,1550815523
579,129,Berkeley,12th St Oakland City Center,15523,15509,1550915523
580,136,Berkeley,West Oakland,15523,15510,1551015523
581,273,Berkeley,Embarcadero,15523,15511,1551115523
582,273,Berkeley,Montgomery,15523,15512,1551215523
583,273,Berkeley,Powell,15523,15513,1551315523
584,273,Berkeley,Civic Center,15523,15514,1551415523
585,280,Berkeley,16th St Mission,15523,15515,1551515523
586,283,Berkeley,24th St Mission,15523,15516,1551615523
587,294,Berkeley,Glen Park,15523,15517,1551715523
588,297,Berkeley,Balboa Park,15523,15518,1551815523
589,308,Berkeley,Daly City,15523,15519,1551915523
590,304,Berkeley,Colma,15523,15539,1552315539
591,318,Berkeley,South San Francisco,15523,15540,1552315540
592,332,Berkeley,San Bruno,15523,15541,1552315541
593,647,Berkeley,SFO,15523,15542,1552315542
594,357,Berkeley,Millbrae,15523,15543,1552315543
595,322,Ashby,Pittsburg/ Bay Point,15525,15536,1552515536
596,287,Ashby,North Concord,15525,15535,1552515535
597,273,Ashby,Concord,15525,15501,1550115525
598,245,Ashby,Pleasant Hill,15525,15502,1550215525
599,231,Ashby,Walnut Creek,15525,15503,1550315525
600,199,Ashby,Lafayette,15525,15504,1550415525
601,157,Ashby,Orinda,15525,15505,1550515525
602,129,Ashby,Rockridge,15525,15506,1550615525
603,129,Ashby,MacArthur,15525,15507,1550715525
604,129,Ashby,19th St Oakland,15525,15508,1550815525
605,129,Ashby,12th St Oakland City Center,15525,15509,1550915525
606,129,Ashby,West Oakland,15525,15510,1551015525
607,262,Ashby,Embarcadero,15525,15511,1551115525
608,262,Ashby,Montgomery,15525,15512,1551215525
609,262,Ashby,Powell,15525,15513,1551315525
610,262,Ashby,Civic Center,15525,15514,1551415525
611,273,Ashby,16th St Mission,15525,15515,1551515525
612,276,Ashby,24th St Mission,15525,15516,1551615525
613,287,Ashby,Glen Park,15525,15517,1551715525
614,294,Ashby,Balboa Park,15525,15518,1551815525
615,301,Ashby,Daly City,15525,15519,1551915525
616,297,Ashby,Colma,15525,15539,1552515539
617,311,Ashby,South San Francisco,15525,15540,1552515540
618,329,Ashby,San Bruno,15525,15541,1552515541
619,640,Ashby,SFO,15525,15542,1552515542
620,350,Ashby,Millbrae,15525,15543,1552515543
621,129,Pittsburg/ Bay Point,North Concord,15536,15535,1553515536
622,129,Pittsburg/ Bay Point,Concord,15536,15501,1550115536
623,129,Pittsburg/ Bay Point,Pleasant Hill,15536,15502,1550215536
624,129,Pittsburg/ Bay Point,Walnut Creek,15536,15503,1550315536
625,248,Pittsburg/ Bay Point,Lafayette,15536,15504,1550415536
626,273,Pittsburg/ Bay Point,Orinda,15536,15505,1550515536
627,311,Pittsburg/ Bay Point,Rockridge,15536,15506,1550615536
628,322,Pittsburg/ Bay Point,MacArthur,15536,15507,1550715536
629,322,Pittsburg/ Bay Point,19th St Oakland,15536,15508,1550815536
630,322,Pittsburg/ Bay Point,12th St Oakland City Center,15536,15509,1550915536
631,332,Pittsburg/ Bay Point,West Oakland,15536,15510,1551015536
632,441,Pittsburg/ Bay Point,Embarcadero,15536,15511,1551115536
633,441,Pittsburg/ Bay Point,Montgomery,15536,15512,1551215536
634,441,Pittsburg/ Bay Point,Powell,15536,15513,1551315536
635,441,Pittsburg/ Bay Point,Civic Center,15536,15514,1551415536
636,448,Pittsburg/ Bay Point,16th St Mission,15536,15515,1551515536
637,451,Pittsburg/ Bay Point,24th St Mission,15536,15516,1551615536
638,462,Pittsburg/ Bay Point,Glen Park,15536,15517,1551715536
639,465,Pittsburg/ Bay Point,Balboa Park,15536,15518,1551815536
640,476,Pittsburg/ Bay Point,Daly City,15536,15519,1551915536
641,472,Pittsburg/ Bay Point,Colma,15536,15539,1553615539
642,486,Pittsburg/ Bay Point,South San Francisco,15536,15540,1553615540
643,504,Pittsburg/ Bay Point,San Bruno,15536,15541,1553615541
644,815,Pittsburg/ Bay Point,SFO,15536,15542,1553615542
645,525,Pittsburg/ Bay Point,Millbrae,15536,15543,1553615543
646,129,North Concord,Concord,15535,15501,1550115535
647,129,North Concord,Pleasant Hill,15535,15502,1550215535
648,129,North Concord,Walnut Creek,15535,15503,1550315535
649,206,North Concord,Lafayette,15535,15504,1550415535
650,238,North Concord,Orinda,15535,15505,1550515535
651,276,North Concord,Rockridge,15535,15506,1550615535
652,287,North Concord,MacArthur,15535,15507,1550715535
653,287,North Concord,19th St Oakland,15535,15508,1550815535
654,287,North Concord,12th St Oakland City Center,15535,15509,1550915535
655,297,North Concord,West Oakland,15535,15510,1551015535
656,406,North Concord,Embarcadero,15535,15511,1551115535
657,406,North Concord,Montgomery,15535,15512,1551215535
658,406,North Concord,Powell,15535,15513,1551315535
659,406,North Concord,Civic Center,15535,15514,1551415535
660,413,North Concord,16th St Mission,15535,15515,1551515535
661,416,North Concord,24th St Mission,15535,15516,1551615535
662,427,North Concord,Glen Park,15535,15517,1551715535
663,430,North Concord,Balboa Park,15535,15518,1551815535
664,441,North Concord,Daly City,15535,15519,1551915535
665,437,North Concord,Colma,15535,15539,1553515539
666,451,North Concord,South San Francisco,15535,15540,1553515540
667,469,North Concord,San Bruno,15535,15541,1553515541
668,780,North Concord,SFO,15535,15542,1553515542
669,490,North Concord,Millbrae,15535,15543,1553515543
670,129,Concord,Pleasant Hill,15501,15502,1550115502
671,129,Concord,Walnut Creek,15501,15503,1550115503
672,129,Concord,Lafayette,15501,15504,1550115504
673,129,Concord,Orinda,15501,15505,1550115505
674,262,Concord,Rockridge,15501,15506,1550115506
675,273,Concord,MacArthur,15501,15507,1550115507
676,273,Concord,19th St Oakland,15501,15508,1550115508
677,273,Concord,12th St Oakland City Center,15501,15509,1550115509
678,283,Concord,West Oakland,15501,15510,1550115510
679,395,Concord,Embarcadero,15501,15511,1550115511
680,395,Concord,Montgomery,15501,15512,1550115512
681,395,Concord,Powell,15501,15513,1550115513
682,395,Concord,Civic Center,15501,15514,1550115514
683,399,Concord,16th St Mission,15501,15515,1550115515
684,402,Concord,24th St Mission,15501,15516,1550115516
685,413,Concord,Glen Park,15501,15517,1550115517
686,416,Concord,Balboa Park,15501,15518,1550115518
687,427,Concord,Daly City,15501,15519,1550115519
688,423,Concord,Colma,15501,15539,1550115539
689,437,Concord,South San Francisco,15501,15540,1550115540
690,455,Concord,San Bruno,15501,15541,1550115541
691,766,Concord,SFO,15501,15542,1550115542
692,476,Concord,Millbrae,15501,15543,1550115543
693,129,Pleasant Hill,Walnut Creek,15502,15503,1550215503
694,129,Pleasant Hill,Lafayette,15502,15504,1550215504
695,129,Pleasant Hill,Orinda,15502,15505,1550215505
696,234,Pleasant Hill,Rockridge,15502,15506,1550215506
697,245,Pleasant Hill,MacArthur,15502,15507,1550215507
698,248,Pleasant Hill,19th St Oakland,15502,15508,1550215508
699,248,Pleasant Hill,12th St Oakland City Center,15502,15509,1550215509
700,255,Pleasant Hill,West Oakland,15502,15510,1550215510
701,367,Pleasant Hill,Embarcadero,15502,15511,1550215511
702,367,Pleasant Hill,Montgomery,15502,15512,1550215512
703,367,Pleasant Hill,Powell,15502,15513,1550215513
704,367,Pleasant Hill,Civic Center,15502,15514,1550215514
705,371,Pleasant Hill,16th St Mission,15502,15515,1550215515
706,374,Pleasant Hill,24th St Mission,15502,15516,1550215516
707,385,Pleasant Hill,Glen Park,15502,15517,1550215517
708,388,Pleasant Hill,Balboa Park,15502,15518,1550215518
709,399,Pleasant Hill,Daly City,15502,15519,1550215519
710,395,Pleasant Hill,Colma,15502,15539,1550215539
711,409,Pleasant Hill,South San Francisco,15502,15540,1550215540
712,427,Pleasant Hill,San Bruno,15502,15541,1550215541
713,738,Pleasant Hill,SFO,15502,15542,1550215542
714,448,Pleasant Hill,Millbrae,15502,15543,1550215543
715,129,Walnut Creek,Lafayette,15503,15504,1550315504
716,129,Walnut Creek,Orinda,15503,15505,1550315505
717,217,Walnut Creek,Rockridge,15503,15506,1550315506
718,231,Walnut Creek,MacArthur,15503,15507,1550315507
719,238,Walnut Creek,19th St Oakland,15503,15508,1550315508
720,238,Walnut Creek,12th St Oakland City Center,15503,15509,1550315509
721,245,Walnut Creek,West Oakland,15503,15510,1550315510
722,357,Walnut Creek,Embarcadero,15503,15511,1550315511
723,357,Walnut Creek,Montgomery,15503,15512,1550315512
724,357,Walnut Creek,Powell,15503,15513,1550315513
725,357,Walnut Creek,Civic Center,15503,15514,1550315514
726,360,Walnut Creek,16th St Mission,15503,15515,1550315515
727,364,Walnut Creek,24th St Mission,15503,15516,1550315516
728,374,Walnut Creek,Glen Park,15503,15517,1550315517
729,381,Walnut Creek,Balboa Park,15503,15518,1550315518
730,388,Walnut Creek,Daly City,15503,15519,1550315519
731,385,Walnut Creek,Colma,15503,15539,1550315539
732,399,Walnut Creek,South San Francisco,15503,15540,1550315540
733,416,Walnut Creek,San Bruno,15503,15541,1550315541
734,727,Walnut Creek,SFO,15503,15542,1550315542
735,437,Walnut Creek,Millbrae,15503,15543,1550315543
736,129,Lafayette,Orinda,15504,15505,1550415505
737,182,Lafayette,Rockridge,15504,15506,1550415506
738,196,Lafayette,MacArthur,15504,15507,1550415507
739,206,Lafayette,19th St Oakland,15504,15508,1550415508
740,206,Lafayette,12th St Oakland City Center,15504,15509,1550415509
741,220,Lafayette,West Oakland,15504,15510,1550415510
742,332,Lafayette,Embarcadero,15504,15511,1550415511
743,332,Lafayette,Montgomery,15504,15512,1550415512
744,332,Lafayette,Powell,15504,15513,1550415513
745,332,Lafayette,Civic Center,15504,15514,1550415514
746,336,Lafayette,16th St Mission,15504,15515,1550415515
747,339,Lafayette,24th St Mission,15504,15516,1550415516
748,350,Lafayette,Glen Park,15504,15517,1550415517
749,357,Lafayette,Balboa Park,15504,15518,1550415518
750,364,Lafayette,Daly City,15504,15519,1550415519
751,360,Lafayette,Colma,15504,15539,1550415539
752,374,Lafayette,South San Francisco,15504,15540,1550415540
753,392,Lafayette,San Bruno,15504,15541,1550415541
754,703,Lafayette,SFO,15504,15542,1550415542
755,413,Lafayette,Millbrae,15504,15543,1550415543
756,129,Orinda,Rockridge,15505,15506,1550515506
757,129,Orinda,MacArthur,15505,15507,1550515507
758,164,Orinda,19th St Oakland,15505,15508,1550515508
759,164,Orinda,12th St Oakland City Center,15505,15509,1550515509
760,178,Orinda,West Oakland,15505,15510,1550515510
761,308,Orinda,Embarcadero,15505,15511,1550515511
762,308,Orinda,Montgomery,15505,15512,1550515512
763,308,Orinda,Powell,15505,15513,1550515513
764,308,Orinda,Civic Center,15505,15514,1550515514
765,311,Orinda,16th St Mission,15505,15515,1550515515
766,315,Orinda,24th St Mission,15505,15516,1550515516
767,325,Orinda,Glen Park,15505,15517,1550515517
768,329,Orinda,Balboa Park,15505,15518,1550515518
769,339,Orinda,Daly City,15505,15519,1550515519
770,336,Orinda,Colma,15505,15539,1550515539
771,350,Orinda,South San Francisco,15505,15540,1550515540
772,367,Orinda,San Bruno,15505,15541,1550515541
773,678,Orinda,SFO,15505,15542,1550515542
774,388,Orinda,Millbrae,15505,15543,1550515543
775,129,Rockridge,MacArthur,15506,15507,1550615507
776,129,Rockridge,19th St Oakland,15506,15508,1550615508
777,129,Rockridge,12th St Oakland City Center,15506,15509,1550615509
778,129,Rockridge,West Oakland,15506,15510,1550615510
779,262,Rockridge,Embarcadero,15506,15511,1550615511
780,262,Rockridge,Montgomery,15506,15512,1550615512
781,262,Rockridge,Powell,15506,15513,1550615513
782,262,Rockridge,Civic Center,15506,15514,1550615514
783,273,Rockridge,16th St Mission,15506,15515,1550615515
784,280,Rockridge,24th St Mission,15506,15516,1550615516
785,287,Rockridge,Glen Park,15506,15517,1550615517
786,294,Rockridge,Balboa Park,15506,15518,1550615518
787,301,Rockridge,Daly City,15506,15519,1550615519
788,301,Rockridge,Colma,15506,15539,1550615539
789,311,Rockridge,South San Francisco,15506,15540,1550615540
790,329,Rockridge,San Bruno,15506,15541,1550615541
791,640,Rockridge,SFO,15506,15542,1550615542
792,350,Rockridge,Millbrae,15506,15543,1550615543
793,129,MacArthur,19th St Oakland,15507,15508,1550715508
794,129,MacArthur,12th St Oakland City Center,15507,15509,1550715509
795,129,MacArthur,West Oakland,15507,15510,1550715510
796,245,MacArthur,Embarcadero,15507,15511,1550715511
797,245,MacArthur,Montgomery,15507,15512,1550715512
798,245,MacArthur,Powell,15507,15513,1550715513
799,245,MacArthur,Civic Center,15507,15514,1550715514
800,259,MacArthur,16th St Mission,15507,15515,1550715515
801,266,MacArthur,24th St Mission,15507,15516,1550715516
802,280,MacArthur,Glen Park,15507,15517,1550715517
803,283,MacArthur,Balboa Park,15507,15518,1550715518
804,294,MacArthur,Daly City,15507,15519,1550715519
805,290,MacArthur,Colma,15507,15539,1550715539
806,304,MacArthur,South San Francisco,15507,15540,1550715540
807,322,MacArthur,San Bruno,15507,15541,1550715541
808,633,MacArthur,SFO,15507,15542,1550715542
809,343,MacArthur,Millbrae,15507,15543,1550715543
810,129,19th St Oakland,12th St Oakland City Center,15508,15509,1550815509
811,129,19th St Oakland,West Oakland,15508,15510,1550815510
812,231,19th St Oakland,Embarcadero,15508,15511,1550815511
813,231,19th St Oakland,Montgomery,15508,15512,1550815512
814,231,19th St Oakland,Powell,15508,15513,1550815513
815,231,19th St Oakland,Civic Center,15508,15514,1550815514
816,245,19th St Oakland,16th St Mission,15508,15515,1550815515
817,252,19th St Oakland,24th St Mission,15508,15516,1550815516
818,269,19th St Oakland,Glen Park,15508,15517,1550815517
819,276,19th St Oakland,Balboa Park,15508,15518,1550815518
820,287,19th St Oakland,Daly City,15508,15519,1550815519
821,283,19th St Oakland,Colma,15508,15539,1550815539
822,297,19th St Oakland,South San Francisco,15508,15540,1550815540
823,315,19th St Oakland,San Bruno,15508,15541,1550815541
824,626,19th St Oakland,SFO,15508,15542,1550815542
825,336,19th St Oakland,Millbrae,15508,15543,1550815543
826,129,12th St Oakland City Center,West Oakland,15509,15510,1550915510
827,231,12th St Oakland City Center,Embarcadero,15509,15511,1550915511
828,231,12th St Oakland City Center,Montgomery,15509,15512,1550915512
829,231,12th St Oakland City Center,Powell,15509,15513,1550915513
830,231,12th St Oakland City Center,Civic Center,15509,15514,1550915514
831,245,12th St Oakland City Center,16th St Mission,15509,15515,1550915515
832,252,12th St Oakland City Center,24th St Mission,15509,15516,1550915516
833,269,12th St Oakland City Center,Glen Park,15509,15517,1550915517
834,276,12th St Oakland City Center,Balboa Park,15509,15518,1550915518
835,287,12th St Oakland City Center,Daly City,15509,15519,1550915519
836,283,12th St Oakland City Center,Colma,15509,15539,1550915539
837,297,12th St Oakland City Center,South San Francisco,15509,15540,1550915540
838,315,12th St Oakland City Center,San Bruno,15509,15541,1550915541
839,626,12th St Oakland City Center,SFO,15509,15542,1550915542
840,336,12th St Oakland City Center,Millbrae,15509,15543,1550915543
841,217,West Oakland,Embarcadero,15510,15511,1551015511
842,217,West Oakland,Montgomery,15510,15512,1551015512
843,217,West Oakland,Powell,15510,15513,1551015513
844,217,West Oakland,Civic Center,15510,15514,1551015514
845,234,West Oakland,16th St Mission,15510,15515,1551015515
846,238,West Oakland,24th St Mission,15510,15516,1551015516
847,255,West Oakland,Glen Park,15510,15517,1551015517
848,266,West Oakland,Balboa Park,15510,15518,1551015518
849,280,West Oakland,Daly City,15510,15519,1551015519
850,276,West Oakland,Colma,15510,15539,1551015539
851,290,West Oakland,South San Francisco,15510,15540,1551015540
852,308,West Oakland,San Bruno,15510,15541,1551015541
853,619,West Oakland,SFO,15510,15542,1551015542
854,329,West Oakland,Millbrae,15510,15543,1551015543
855,129,Embarcadero,Montgomery,15511,15512,1551115512
856,129,Embarcadero,Powell,15511,15513,1551115513
857,129,Embarcadero,Civic Center,15511,15514,1551115514
858,129,Embarcadero,16th St Mission,15511,15515,1551115515
859,129,Embarcadero,24th St Mission,15511,15516,1551115516
860,129,Embarcadero,Glen Park,15511,15517,1551115517
861,133,Embarcadero,Balboa Park,15511,15518,1551115518
862,220,Embarcadero,Daly City,15511,15519,1551115519
863,245,Embarcadero,Colma,15511,15539,1551115539
864,266,Embarcadero,South San Francisco,15511,15540,1551115540
865,290,Embarcadero,San Bruno,15511,15541,1551115541
866,605,Embarcadero,SFO,15511,15542,1551115542
867,315,Embarcadero,Millbrae,15511,15543,1551115543
868,129,Montgomery,Powell,15512,15513,1551215513
869,129,Montgomery,Civic Center,15512,15514,1551215514
870,129,Montgomery,16th St Mission,15512,15515,1551215515
871,129,Montgomery,24th St Mission,15512,15516,1551215516
872,129,Montgomery,Glen Park,15512,15517,1551215517
873,133,Montgomery,Balboa Park,15512,15518,1551215518
874,220,Montgomery,Daly City,15512,15519,1551215519
875,245,Montgomery,Colma,15512,15539,1551215539
876,266,Montgomery,South San Francisco,15512,15540,1551215540
877,290,Montgomery,San Bruno,15512,15541,1551215541
878,605,Montgomery,SFO,15512,15542,1551215542
879,315,Montgomery,Millbrae,15512,15543,1551215543
880,129,Powell,Civic Center,15513,15514,1551315514
881,129,Powell,16th St Mission,15513,15515,1551315515
882,129,Powell,24th St Mission,15513,15516,1551315516
883,129,Powell,Glen Park,15513,15517,1551315517
884,133,Powell,Balboa Park,15513,15518,1551315518
885,220,Powell,Daly City,15513,15519,1551315519
886,245,Powell,Colma,15513,15539,1551315539
887,266,Powell,South San Francisco,15513,15540,1551315540
888,290,Powell,San Bruno,15513,15541,1551315541
889,605,Powell,SFO,15513,15542,1551315542
890,315,Powell,Millbrae,15513,15543,1551315543
891,129,Civic Center,16th St Mission,15514,15515,1551415515
892,129,Civic Center,24th St Mission,15514,15516,1551415516
893,129,Civic Center,Glen Park,15514,15517,1551415517
894,133,Civic Center,Balboa Park,15514,15518,1551415518
895,220,Civic Center,Daly City,15514,15519,1551415519
896,245,Civic Center,Colma,15514,15539,1551415539
897,266,Civic Center,South San Francisco,15514,15540,1551415540
898,290,Civic Center,San Bruno,15514,15541,1551415541
899,605,Civic Center,SFO,15514,15542,1551415542
900,315,Civic Center,Millbrae,15514,15543,1551415543
901,129,16th St Mission,24th St Mission,15515,15516,1551515516
902,129,16th St Mission,Glen Park,15515,15517,1551515517
903,129,16th St Mission,Balboa Park,15515,15518,1551515518
904,206,16th St Mission,Daly City,15515,15519,1551515519
905,234,16th St Mission,Colma,15515,15539,1551515539
906,252,16th St Mission,South San Francisco,15515,15540,1551515540
907,280,16th St Mission,San Bruno,15515,15541,1551515541
908,602,16th St Mission,SFO,15515,15542,1551515542
909,311,16th St Mission,Millbrae,15515,15543,1551515543
910,129,24th St Mission,Glen Park,15516,15517,1551615517
911,129,24th St Mission,Balboa Park,15516,15518,1551615518
912,206,24th St Mission,Daly City,15516,15519,1551615519
913,227,24th St Mission,Colma,15516,15539,1551615539
914,245,24th St Mission,South San Francisco,15516,15540,1551615540
915,273,24th St Mission,San Bruno,15516,15541,1551615541
916,595,24th St Mission,SFO,15516,15542,1551615542
917,308,24th St Mission,Millbrae,15516,15543,1551615543
918,129,Glen Park,Balboa Park,15517,15518,1551715518
919,206,Glen Park,Daly City,15517,15519,1551715519
920,217,Glen Park,Colma,15517,15539,1551715539
921,231,Glen Park,South San Francisco,15517,15540,1551715540
922,255,Glen Park,San Bruno,15517,15541,1551715541
923,577,Glen Park,SFO,15517,15542,1551715542
924,290,Glen Park,Millbrae,15517,15543,1551715543
925,206,Balboa Park,Daly City,15518,15519,1551815519
926,217,Balboa Park,Colma,15518,15539,1551815539
927,217,Balboa Park,South San Francisco,15518,15540,1551815540
928,248,Balboa Park,San Bruno,15518,15541,1551815541
929,567,Balboa Park,SFO,15518,15542,1551815542
930,283,Balboa Park,Millbrae,15518,15543,1551815543
931,217,Daly City,Colma,15519,15539,1551915539
932,217,Daly City,South San Francisco,15519,15540,1551915540
933,217,Daly City,San Bruno,15519,15541,1551915541
934,553,Daly City,SFO,15519,15542,1551915542
935,266,Daly City,Millbrae,15519,15543,1551915543
936,217,Colma,South San Francisco,15539,15540,1553915540
937,217,Colma,San Bruno,15539,15541,1553915541
938,539,Colma,SFO,15539,15542,1553915542
939,252,Colma,Millbrae,15539,15543,1553915543
940,217,South San Francisco,San Bruno,15540,15541,1554015541
941,518,South San Francisco,SFO,15540,15542,1554015542
942,217,South San Francisco,Millbrae,15540,15543,1554015543
943,518,San Bruno,SFO,15541,15542,1554115542
944,217,San Bruno,Millbrae,15541,15543,1554115543
945,297,SFO,Millbrae,15542,15543,1554215543
946,685,Oakland International Airport,Dublin/ Pleasanton,15000,15538,1500015538
947,675,Oakland International Airport,West Dublin/Pleasanton,15000,15545,1500015545
948,591,Oakland International Airport,Castro Valley,15000,15537,1500015537
949,689,Oakland International Airport,Fremont,15000,15526,1500015526
950,665,Oakland International Airport,Union City,15000,15527,1500015527
951,623,Oakland International Airport,South Hayward,15000,15528,1500015528
952,591,Oakland International Airport,Hayward,15000,15529,1500015529
953,549,Oakland International Airport,Bay Fair,15000,15530,1500015530
954,549,Oakland International Airport,San Leandro,15000,15531,1500015531
