,node_from,node_to,fare,name_from,name_to,key,output
34,15534.0,15501.0,273.0,Lake Merritt,Concord,1550115534,15534   15501  273 ; Lake Merritt to Concord
35,15534.0,15520.0,196.0,Lake Merritt,Richmond,1552015534,15534   15520  196 ; Lake Merritt to Richmond
36,15534.0,15530.0,192.0,Lake Merritt,Bay Fair,1553015534,15534   15530  192 ; Lake Merritt to Bay Fair
37,15534.0,15511.0,231.0,Lake Merritt,Embarcadero,1551115534,15534   15511  231 ; Lake Merritt to Embarcadero
38,15534.0,15510.0,129.0,Lake Merritt,West Oakland,1551015534,15534   15510  129 ; Lake Merritt to West Oakland
39,15534.0,15517.0,269.0,Lake Merritt,Glen Park,1551715534,15534   15517  269 ; Lake Merritt to Glen Park
40,15534.0,15536.0,322.0,Lake Merritt,Pittsburg/ Bay Point,1553415536,15534   15536  322 ; Lake Merritt to Pittsburg/ Bay Point
41,15534.0,14207.0,413.0,Lake Merritt,Diridon-Caltrain,1420715534,15534   14207  413 ; Lake Merritt to Diridon-Caltrain
42,15534.0,15502.0,248.0,Lake Merritt,Pleasant Hill,1550215534,15534   15502  248 ; Lake Merritt to Pleasant Hill
43,15534.0,15503.0,238.0,Lake Merritt,Walnut Creek,1550315534,15534   15503  238 ; Lake Merritt to Walnut Creek
44,15534.0,15505.0,164.0,Lake Merritt,Orinda,1550515534,15534   15505  164 ; Lake Merritt to Orinda
45,15534.0,15504.0,206.0,Lake Merritt,Lafayette,1550415534,15534   15504  206 ; Lake Merritt to Lafayette
46,15534.0,14202.0,343.0,Lake Merritt,Milpitas,1420215534,15534   14202  343 ; Lake Merritt to Milpitas
47,15534.0,14203.0,353.0,Lake Merritt,Berryessa,1420315534,15534   14203  353 ; Lake Merritt to Berryessa
48,15534.0,15518.0,276.0,Lake Merritt,Balboa Park,1551815534,15534   15518  276 ; Lake Merritt to Balboa Park
49,15534.0,15533.0,129.0,Lake Merritt,Fruitvale,1553315534,15534   15533  129 ; Lake Merritt to Fruitvale
50,15534.0,15507.0,129.0,Lake Merritt,MacArthur,1550715534,15534   15507  129 ; Lake Merritt to MacArthur
51,15534.0,15526.0,301.0,Lake Merritt,Fremont,1552615534,15534   15526  301 ; Lake Merritt to Fremont
52,15525.0,15542.0,640.0,Ashby,SFO,1552515542,15525   15542  640 ; Ashby to SFO
53,15525.0,15541.0,329.0,Ashby,San Bruno,1552515541,15525   15541  329 ; Ashby to San Bruno
54,15525.0,15527.0,290.0,Ashby,Union City,1552515527,15525   15527  290 ; Ashby to Union City
55,15525.0,15000.0,584.0,Ashby,Oakland International Airport,1500015525,15525   15000  584 ; Ashby to Oakland International Airport
56,15525.0,15532.0,164.0,Ashby,Coliseum/Oakland Airport,1552515532,15525   15532  164 ; Ashby to Coliseum/Oakland Airport
57,15525.0,15514.0,262.0,Ashby,Civic Center,1551415525,15525   15514  262 ; Ashby to Civic Center
58,15525.0,15522.0,129.0,Ashby,El Cerrito Plaza,1552215525,15525   15522  129 ; Ashby to El Cerrito Plaza
59,15525.0,15528.0,259.0,Ashby,South Hayward,1552515528,15525   15528  259 ; Ashby to South Hayward
60,15525.0,15516.0,276.0,Ashby,24th St Mission,1551615525,15525   15516  276 ; Ashby to 24th St Mission
61,15525.0,15538.0,315.0,Ashby,Dublin/ Pleasanton,1552515538,15525   15538  315 ; Ashby to Dublin/ Pleasanton
62,15525.0,15529.0,238.0,Ashby,Hayward,1552515529,15525   15529  238 ; Ashby to Hayward
63,15525.0,14208.0,444.0,Ashby,Santa Clara,1420815525,15525   14208  444 ; Ashby to Santa Clara
64,15525.0,15545.0,301.0,Ashby,West Dublin/Pleasanton,1552515545,15525   15545  301 ; Ashby to West Dublin/Pleasanton
65,15525.0,15508.0,129.0,Ashby,19th St Oakland,1550815525,15525   15508  129 ; Ashby to 19th St Oakland
66,15525.0,15544.0,346.0,Ashby,Warm Springs,1552515544,15525   15544  346 ; Ashby to Warm Springs
67,15525.0,15506.0,129.0,Ashby,Rockridge,1550615525,15525   15506  129 ; Ashby to Rockridge
68,15525.0,15523.0,129.0,Ashby,Berkeley,1552315525,15525   15523  129 ; Ashby to Berkeley
69,15525.0,15539.0,297.0,Ashby,Colma,1552515539,15525   15539  297 ; Ashby to Colma
70,15525.0,15513.0,262.0,Ashby,Powell,1551315525,15525   15513  262 ; Ashby to Powell
71,15525.0,15535.0,287.0,Ashby,North Concord,1552515535,15525   15535  287 ; Ashby to North Concord
72,15525.0,15531.0,199.0,Ashby,San Leandro,1552515531,15525   15531  199 ; Ashby to San Leandro
73,15525.0,14206.0,427.0,Ashby,Downtown San Jose,1420615525,15525   14206  427 ; Ashby to Downtown San Jose
74,15525.0,15521.0,129.0,Ashby,El Cerrito Del Norte,1552115525,15525   15521  129 ; Ashby to El Cerrito Del Norte
75,15525.0,15519.0,301.0,Ashby,Daly City,1551915525,15525   15519  301 ; Ashby to Daly City
76,15525.0,15512.0,262.0,Ashby,Montgomery,1551215525,15525   15512  262 ; Ashby to Montgomery
77,15525.0,15537.0,238.0,Ashby,Castro Valley,1552515537,15525   15537  238 ; Ashby to Castro Valley
78,15525.0,15549.0,332.0,Ashby,Irvington,1552515549,15525   15549  332 ; Ashby to Irvington
79,15525.0,15540.0,311.0,Ashby,South San Francisco,1552515540,15525   15540  311 ; Ashby to South San Francisco
80,15525.0,14204.0,420.0,Ashby,Alum Rock,1420415525,15525   14204  420 ; Ashby to Alum Rock
81,15525.0,15509.0,129.0,Ashby,12th St Oakland City Center,1550915525,15525   15509  129 ; Ashby to 12th St Oakland City Center
82,15525.0,15524.0,129.0,Ashby,North Berkeley,1552415525,15525   15524  129 ; Ashby to North Berkeley
83,15525.0,15543.0,350.0,Ashby,Millbrae,1552515543,15525   15543  350 ; Ashby to Millbrae
84,15525.0,15515.0,273.0,Ashby,16th St Mission,1551515525,15525   15515  273 ; Ashby to 16th St Mission
85,15525.0,15501.0,273.0,Ashby,Concord,1550115525,15525   15501  273 ; Ashby to Concord
86,15525.0,15520.0,129.0,Ashby,Richmond,1552015525,15525   15520  129 ; Ashby to Richmond
87,15525.0,15530.0,220.0,Ashby,Bay Fair,1552515530,15525   15530  220 ; Ashby to Bay Fair
88,15525.0,15511.0,262.0,Ashby,Embarcadero,1551115525,15525   15511  262 ; Ashby to Embarcadero
89,15525.0,15510.0,129.0,Ashby,West Oakland,1551015525,15525   15510  129 ; Ashby to West Oakland
90,15525.0,15517.0,287.0,Ashby,Glen Park,1551715525,15525   15517  287 ; Ashby to Glen Park
91,15525.0,15536.0,322.0,Ashby,Pittsburg/ Bay Point,1552515536,15525   15536  322 ; Ashby to Pittsburg/ Bay Point
92,15525.0,14207.0,427.0,Ashby,Diridon-Caltrain,1420715525,15525   14207  427 ; Ashby to Diridon-Caltrain
93,15525.0,15502.0,245.0,Ashby,Pleasant Hill,1550215525,15525   15502  245 ; Ashby to Pleasant Hill
94,15525.0,15503.0,231.0,Ashby,Walnut Creek,1550315525,15525   15503  231 ; Ashby to Walnut Creek
95,15525.0,15505.0,157.0,Ashby,Orinda,1550515525,15525   15505  157 ; Ashby to Orinda
96,15525.0,15504.0,199.0,Ashby,Lafayette,1550415525,15525   15504  199 ; Ashby to Lafayette
97,15525.0,14202.0,357.0,Ashby,Milpitas,1420215525,15525   14202  357 ; Ashby to Milpitas
98,15525.0,14203.0,367.0,Ashby,Berryessa,1420315525,15525   14203  367 ; Ashby to Berryessa
99,15525.0,15518.0,294.0,Ashby,Balboa Park,1551815525,15525   15518  294 ; Ashby to Balboa Park
100,15525.0,15533.0,143.0,Ashby,Fruitvale,1552515533,15525   15533  143 ; Ashby to Fruitvale
101,15525.0,15507.0,129.0,Ashby,MacArthur,1550715525,15525   15507  129 ; Ashby to MacArthur
102,15525.0,15526.0,315.0,Ashby,Fremont,1552515526,15525   15526  315 ; Ashby to Fremont
103,15542.0,15541.0,518.0,SFO,San Bruno,1554115542,15542   15541  518 ; SFO to San Bruno
104,15542.0,15527.0,766.0,SFO,Union City,1552715542,15542   15527  766 ; SFO to Union City
105,15542.0,15000.0,1077.0,SFO,Oakland International Airport,1500015542,15542   15000  1077 ; SFO to Oakland International Airport
106,15542.0,15532.0,658.0,SFO,Coliseum/Oakland Airport,1553215542,15542   15532  658 ; SFO to Coliseum/Oakland Airport
107,15542.0,15514.0,605.0,SFO,Civic Center,1551415542,15542   15514  605 ; SFO to Civic Center
108,15542.0,15522.0,661.0,SFO,El Cerrito Plaza,1552215542,15542   15522  661 ; SFO to El Cerrito Plaza
109,15542.0,15528.0,731.0,SFO,South Hayward,1552815542,15542   15528  731 ; SFO to South Hayward
110,15542.0,15516.0,595.0,SFO,24th St Mission,1551615542,15542   15516  595 ; SFO to 24th St Mission
111,15542.0,15538.0,787.0,SFO,Dublin/ Pleasanton,1553815542,15542   15538  787 ; SFO to Dublin/ Pleasanton
112,15542.0,15529.0,713.0,SFO,Hayward,1552915542,15542   15529  713 ; SFO to Hayward
113,15542.0,14208.0,927.0,SFO,Santa Clara,1420815542,15542   14208  927 ; SFO to Santa Clara
114,15542.0,15545.0,776.0,SFO,West Dublin/Pleasanton,1554215545,15542   15545  776 ; SFO to West Dublin/Pleasanton
115,15542.0,15508.0,626.0,SFO,19th St Oakland,1550815542,15542   15508  626 ; SFO to 19th St Oakland
116,15542.0,15544.0,818.0,SFO,Warm Springs,1554215544,15542   15544  818 ; SFO to Warm Springs
117,15542.0,15506.0,640.0,SFO,Rockridge,1550615542,15542   15506  640 ; SFO to Rockridge
118,15542.0,15523.0,647.0,SFO,Berkeley,1552315542,15542   15523  647 ; SFO to Berkeley
119,15542.0,15539.0,539.0,SFO,Colma,1553915542,15542   15539  539 ; SFO to Colma
120,15542.0,15513.0,605.0,SFO,Powell,1551315542,15542   15513  605 ; SFO to Powell
121,15542.0,15535.0,780.0,SFO,North Concord,1553515542,15542   15535  780 ; SFO to North Concord
122,15542.0,15531.0,675.0,SFO,San Leandro,1553115542,15542   15531  675 ; SFO to San Leandro
123,15542.0,14206.0,913.0,SFO,Downtown San Jose,1420615542,15542   14206  913 ; SFO to Downtown San Jose
124,15542.0,15521.0,675.0,SFO,El Cerrito Del Norte,1552115542,15542   15521  675 ; SFO to El Cerrito Del Norte
125,15542.0,15519.0,553.0,SFO,Daly City,1551915542,15542   15519  553 ; SFO to Daly City
126,15542.0,15512.0,605.0,SFO,Montgomery,1551215542,15542   15512  605 ; SFO to Montgomery
127,15542.0,15537.0,710.0,SFO,Castro Valley,1553715542,15542   15537  710 ; SFO to Castro Valley
128,15542.0,15549.0,804.0,SFO,Irvington,1554215549,15542   15549  804 ; SFO to Irvington
129,15542.0,15540.0,518.0,SFO,South San Francisco,1554015542,15542   15540  518 ; SFO to South San Francisco
130,15542.0,14204.0,902.0,SFO,Alum Rock,1420415542,15542   14204  902 ; SFO to Alum Rock
131,15542.0,15509.0,626.0,SFO,12th St Oakland City Center,1550915542,15542   15509  626 ; SFO to 12th St Oakland City Center
132,15542.0,15524.0,651.0,SFO,North Berkeley,1552415542,15542   15524  651 ; SFO to North Berkeley
133,15542.0,15543.0,297.0,SFO,Millbrae,1554215543,15542   15543  297 ; SFO to Millbrae
134,15542.0,15515.0,602.0,SFO,16th St Mission,1551515542,15542   15515  602 ; SFO to 16th St Mission
135,15542.0,15501.0,766.0,SFO,Concord,1550115542,15542   15501  766 ; SFO to Concord
136,15542.0,15520.0,689.0,SFO,Richmond,1552015542,15542   15520  689 ; SFO to Richmond
137,15542.0,15530.0,692.0,SFO,Bay Fair,1553015542,15542   15530  692 ; SFO to Bay Fair
138,15542.0,15511.0,605.0,SFO,Embarcadero,1551115542,15542   15511  605 ; SFO to Embarcadero
139,15542.0,15510.0,619.0,SFO,West Oakland,1551015542,15542   15510  619 ; SFO to West Oakland
140,15542.0,15517.0,577.0,SFO,Glen Park,1551715542,15542   15517  577 ; SFO to Glen Park
141,15542.0,15536.0,815.0,SFO,Pittsburg/ Bay Point,1553615542,15542   15536  815 ; SFO to Pittsburg/ Bay Point
142,15542.0,14207.0,913.0,SFO,Diridon-Caltrain,1420715542,15542   14207  913 ; SFO to Diridon-Caltrain
143,15542.0,15502.0,738.0,SFO,Pleasant Hill,1550215542,15542   15502  738 ; SFO to Pleasant Hill
144,15542.0,15503.0,727.0,SFO,Walnut Creek,1550315542,15542   15503  727 ; SFO to Walnut Creek
145,15542.0,15505.0,678.0,SFO,Orinda,1550515542,15542   15505  678 ; SFO to Orinda
146,15542.0,15504.0,703.0,SFO,Lafayette,1550415542,15542   15504  703 ; SFO to Lafayette
147,15542.0,14202.0,829.0,SFO,Milpitas,1420215542,15542   14202  829 ; SFO to Milpitas
148,15542.0,14203.0,839.0,SFO,Berryessa,1420315542,15542   14203  839 ; SFO to Berryessa
149,15542.0,15518.0,567.0,SFO,Balboa Park,1551815542,15542   15518  567 ; SFO to Balboa Park
150,15542.0,15533.0,644.0,SFO,Fruitvale,1553315542,15542   15533  644 ; SFO to Fruitvale
151,15542.0,15507.0,633.0,SFO,MacArthur,1550715542,15542   15507  633 ; SFO to MacArthur
152,15542.0,15526.0,787.0,SFO,Fremont,1552615542,15542   15526  787 ; SFO to Fremont
153,15541.0,15527.0,451.0,San Bruno,Union City,1552715541,15541   15527  451 ; San Bruno to Union City
154,15541.0,15000.0,766.0,San Bruno,Oakland International Airport,1500015541,15541   15000  766 ; San Bruno to Oakland International Airport
155,15541.0,15532.0,346.0,San Bruno,Coliseum/Oakland Airport,1553215541,15541   15532  346 ; San Bruno to Coliseum/Oakland Airport
156,15541.0,15514.0,290.0,San Bruno,Civic Center,1551415541,15541   15514  290 ; San Bruno to Civic Center
157,15541.0,15522.0,350.0,San Bruno,El Cerrito Plaza,1552215541,15541   15522  350 ; San Bruno to El Cerrito Plaza
158,15541.0,15528.0,420.0,San Bruno,South Hayward,1552815541,15541   15528  420 ; San Bruno to South Hayward
159,15541.0,15516.0,273.0,San Bruno,24th St Mission,1551615541,15541   15516  273 ; San Bruno to 24th St Mission
160,15541.0,15538.0,476.0,San Bruno,Dublin/ Pleasanton,1553815541,15541   15538  476 ; San Bruno to Dublin/ Pleasanton
161,15541.0,15529.0,399.0,San Bruno,Hayward,1552915541,15541   15529  399 ; San Bruno to Hayward
162,15541.0,14208.0,619.0,San Bruno,Santa Clara,1420815541,15541   14208  619 ; San Bruno to Santa Clara
163,15541.0,15545.0,462.0,San Bruno,West Dublin/Pleasanton,1554115545,15541   15545  462 ; San Bruno to West Dublin/Pleasanton
164,15541.0,15508.0,315.0,San Bruno,19th St Oakland,1550815541,15541   15508  315 ; San Bruno to 19th St Oakland
165,15541.0,15544.0,507.0,San Bruno,Warm Springs,1554115544,15541   15544  507 ; San Bruno to Warm Springs
166,15541.0,15506.0,329.0,San Bruno,Rockridge,1550615541,15541   15506  329 ; San Bruno to Rockridge
167,15541.0,15523.0,332.0,San Bruno,Berkeley,1552315541,15541   15523  332 ; San Bruno to Berkeley
168,15541.0,15539.0,217.0,San Bruno,Colma,1553915541,15541   15539  217 ; San Bruno to Colma
169,15541.0,15513.0,290.0,San Bruno,Powell,1551315541,15541   15513  290 ; San Bruno to Powell
170,15541.0,15535.0,469.0,San Bruno,North Concord,1553515541,15541   15535  469 ; San Bruno to North Concord
171,15541.0,15531.0,364.0,San Bruno,San Leandro,1553115541,15541   15531  364 ; San Bruno to San Leandro
172,15541.0,14206.0,602.0,San Bruno,Downtown San Jose,1420615541,15541   14206  602 ; San Bruno to Downtown San Jose
173,15541.0,15521.0,360.0,San Bruno,El Cerrito Del Norte,1552115541,15541   15521  360 ; San Bruno to El Cerrito Del Norte
174,15541.0,15519.0,217.0,San Bruno,Daly City,1551915541,15541   15519  217 ; San Bruno to Daly City
175,15541.0,15512.0,290.0,San Bruno,Montgomery,1551215541,15541   15512  290 ; San Bruno to Montgomery
176,15541.0,15537.0,399.0,San Bruno,Castro Valley,1553715541,15541   15537  399 ; San Bruno to Castro Valley
177,15541.0,15549.0,493.0,San Bruno,Irvington,1554115549,15541   15549  493 ; San Bruno to Irvington
178,15541.0,15540.0,217.0,San Bruno,South San Francisco,1554015541,15541   15540  217 ; San Bruno to South San Francisco
179,15541.0,14204.0,577.0,San Bruno,Alum Rock,1420415541,15541   14204  577 ; San Bruno to Alum Rock
180,15541.0,15509.0,315.0,San Bruno,12th St Oakland City Center,1550915541,15541   15509  315 ; San Bruno to 12th St Oakland City Center
181,15541.0,15524.0,339.0,San Bruno,North Berkeley,1552415541,15541   15524  339 ; San Bruno to North Berkeley
182,15541.0,15543.0,217.0,San Bruno,Millbrae,1554115543,15541   15543  217 ; San Bruno to Millbrae
183,15541.0,15515.0,280.0,San Bruno,16th St Mission,1551515541,15541   15515  280 ; San Bruno to 16th St Mission
184,15541.0,15501.0,455.0,San Bruno,Concord,1550115541,15541   15501  455 ; San Bruno to Concord
185,15541.0,15520.0,378.0,San Bruno,Richmond,1552015541,15541   15520  378 ; San Bruno to Richmond
186,15541.0,15530.0,381.0,San Bruno,Bay Fair,1553015541,15541   15530  381 ; San Bruno to Bay Fair
187,15541.0,15511.0,290.0,San Bruno,Embarcadero,1551115541,15541   15511  290 ; San Bruno to Embarcadero
188,15541.0,15510.0,308.0,San Bruno,West Oakland,1551015541,15541   15510  308 ; San Bruno to West Oakland
189,15541.0,15517.0,255.0,San Bruno,Glen Park,1551715541,15541   15517  255 ; San Bruno to Glen Park
190,15541.0,15536.0,504.0,San Bruno,Pittsburg/ Bay Point,1553615541,15541   15536  504 ; San Bruno to Pittsburg/ Bay Point
191,15541.0,14207.0,602.0,San Bruno,Diridon-Caltrain,1420715541,15541   14207  602 ; San Bruno to Diridon-Caltrain
192,15541.0,15502.0,427.0,San Bruno,Pleasant Hill,1550215541,15541   15502  427 ; San Bruno to Pleasant Hill
193,15541.0,15503.0,416.0,San Bruno,Walnut Creek,1550315541,15541   15503  416 ; San Bruno to Walnut Creek
194,15541.0,15505.0,367.0,San Bruno,Orinda,1550515541,15541   15505  367 ; San Bruno to Orinda
195,15541.0,15504.0,392.0,San Bruno,Lafayette,1550415541,15541   15504  392 ; San Bruno to Lafayette
196,15541.0,14202.0,518.0,San Bruno,Milpitas,1420215541,15541   14202  518 ; San Bruno to Milpitas
197,15541.0,14203.0,528.0,San Bruno,Berryessa,1420315541,15541   14203  528 ; San Bruno to Berryessa
198,15541.0,15518.0,248.0,San Bruno,Balboa Park,1551815541,15541   15518  248 ; San Bruno to Balboa Park
199,15541.0,15533.0,332.0,San Bruno,Fruitvale,1553315541,15541   15533  332 ; San Bruno to Fruitvale
200,15541.0,15507.0,322.0,San Bruno,MacArthur,1550715541,15541   15507  322 ; San Bruno to MacArthur
201,15541.0,15526.0,476.0,San Bruno,Fremont,1552615541,15541   15526  476 ; San Bruno to Fremont
202,15527.0,15000.0,665.0,Union City,Oakland International Airport,1500015527,15527   15000  665 ; Union City to Oakland International Airport
203,15527.0,15532.0,245.0,Union City,Coliseum/Oakland Airport,1552715532,15527   15532  245 ; Union City to Coliseum/Oakland Airport
204,15527.0,15514.0,392.0,Union City,Civic Center,1551415527,15527   15514  392 ; Union City to Civic Center
205,15527.0,15522.0,315.0,Union City,El Cerrito Plaza,1552215527,15527   15522  315 ; Union City to El Cerrito Plaza
206,15527.0,15528.0,129.0,Union City,South Hayward,1552715528,15527   15528  129 ; Union City to South Hayward
207,15527.0,15516.0,402.0,Union City,24th St Mission,1551615527,15527   15516  402 ; Union City to 24th St Mission
208,15527.0,15538.0,304.0,Union City,Dublin/ Pleasanton,1552715538,15527   15538  304 ; Union City to Dublin/ Pleasanton
209,15527.0,15529.0,129.0,Union City,Hayward,1552715529,15527   15529  129 ; Union City to Hayward
210,15527.0,14208.0,290.0,Union City,Santa Clara,1420815527,15527   14208  290 ; Union City to Santa Clara
211,15527.0,15545.0,294.0,Union City,West Dublin/Pleasanton,1552715545,15527   15545  294 ; Union City to West Dublin/Pleasanton
212,15527.0,15508.0,276.0,Union City,19th St Oakland,1550815527,15527   15508  276 ; Union City to 19th St Oakland
213,15527.0,15544.0,129.0,Union City,Warm Springs,1552715544,15527   15544  129 ; Union City to Warm Springs
214,15527.0,15506.0,283.0,Union City,Rockridge,1550615527,15527   15506  283 ; Union City to Rockridge
215,15527.0,15523.0,297.0,Union City,Berkeley,1552315527,15527   15523  297 ; Union City to Berkeley
216,15527.0,15539.0,423.0,Union City,Colma,1552715539,15527   15539  423 ; Union City to Colma
217,15527.0,15513.0,392.0,Union City,Powell,1551315527,15527   15513  392 ; Union City to Powell
218,15527.0,15535.0,420.0,Union City,North Concord,1552715535,15527   15535  420 ; Union City to North Concord
219,15527.0,15531.0,220.0,Union City,San Leandro,1552715531,15527   15531  220 ; Union City to San Leandro
220,15527.0,14206.0,273.0,Union City,Downtown San Jose,1420615527,15527   14206  273 ; Union City to Downtown San Jose
221,15527.0,15521.0,325.0,Union City,El Cerrito Del Norte,1552115527,15527   15521  325 ; Union City to El Cerrito Del Norte
222,15527.0,15519.0,423.0,Union City,Daly City,1551915527,15527   15519  423 ; Union City to Daly City
223,15527.0,15512.0,392.0,Union City,Montgomery,1551215527,15527   15512  392 ; Union City to Montgomery
224,15527.0,15537.0,224.0,Union City,Castro Valley,1552715537,15527   15537  224 ; Union City to Castro Valley
225,15527.0,15549.0,129.0,Union City,Irvington,1552715549,15527   15549  129 ; Union City to Irvington
226,15527.0,15540.0,434.0,Union City,South San Francisco,1552715540,15527   15540  434 ; Union City to South San Francisco
227,15527.0,14204.0,266.0,Union City,Alum Rock,1420415527,15527   14204  266 ; Union City to Alum Rock
228,15527.0,15509.0,276.0,Union City,12th St Oakland City Center,1550915527,15527   15509  276 ; Union City to 12th St Oakland City Center
229,15527.0,15524.0,301.0,Union City,North Berkeley,1552415527,15527   15524  301 ; Union City to North Berkeley
230,15527.0,15543.0,476.0,Union City,Millbrae,1552715543,15527   15543  476 ; Union City to Millbrae
231,15527.0,15515.0,399.0,Union City,16th St Mission,1551515527,15527   15515  399 ; Union City to 16th St Mission
232,15527.0,15501.0,406.0,Union City,Concord,1550115527,15527   15501  406 ; Union City to Concord
233,15527.0,15520.0,339.0,Union City,Richmond,1552015527,15527   15520  339 ; Union City to Richmond
234,15527.0,15530.0,129.0,Union City,Bay Fair,1552715530,15527   15530  129 ; Union City to Bay Fair
235,15527.0,15511.0,392.0,Union City,Embarcadero,1551115527,15527   15511  392 ; Union City to Embarcadero
236,15527.0,15510.0,283.0,Union City,West Oakland,1551015527,15527   15510  283 ; Union City to West Oakland
237,15527.0,15517.0,413.0,Union City,Glen Park,1551715527,15527   15517  413 ; Union City to Glen Park
238,15527.0,15536.0,455.0,Union City,Pittsburg/ Bay Point,1552715536,15527   15536  455 ; Union City to Pittsburg/ Bay Point
239,15527.0,14207.0,273.0,Union City,Diridon-Caltrain,1420715527,15527   14207  273 ; Union City to Diridon-Caltrain
240,15527.0,15502.0,378.0,Union City,Pleasant Hill,1550215527,15527   15502  378 ; Union City to Pleasant Hill
241,15527.0,15503.0,367.0,Union City,Walnut Creek,1550315527,15527   15503  367 ; Union City to Walnut Creek
242,15527.0,15505.0,318.0,Union City,Orinda,1550515527,15527   15505  318 ; Union City to Orinda
243,15527.0,15504.0,343.0,Union City,Lafayette,1550415527,15527   15504  343 ; Union City to Lafayette
244,15527.0,14202.0,157.0,Union City,Milpitas,1420215527,15527   14202  157 ; Union City to Milpitas
245,15527.0,14203.0,182.0,Union City,Berryessa,1420315527,15527   14203  182 ; Union City to Berryessa
246,15527.0,15518.0,416.0,Union City,Balboa Park,1551815527,15527   15518  416 ; Union City to Balboa Park
